dateCrawled;name;seller;offerType;price;abtest;vehicleType;yearOfRegistration;gearbox;powerPS;model;kilometer;monthOfRegistration;fuelType;brand;notRepairedDamage;dateCreated;nrOfPictures;postalCode;lastSeen
02/04/2016 12:25;Jeep_Wrangler_Unlimited_3.6_Automatik;privat;Angebot;42000;control;suv;2014;automatik;284;wrangler;40000;1;benzin;jeep;nein;02/04/2016 00:00;0;61118;05/04/2016 18:46
15/03/2016 12:58;Ford_Kuga_1.6_EcoBoost_2x4_Individual;privat;Angebot;27000;control;suv;2014;manuell;150;kuga;5000;2;benzin;ford;nein;15/03/2016 00:00;0;42855;25/03/2016 04:19
09/03/2016 18:44;Audi_SQ5_3.0_TDI_quattro_tiptronic;privat;Angebot;58399;test;suv;2015;automatik;313;andere;10000;6;diesel;audi;nein;09/03/2016 00:00;0;34225;07/04/2016 12:17
01/04/2016 19:45;Leasing_Vertrag_abzugeben___VW_Tiguan_mit_Vollausstattung;privat;Angebot;450;control;suv;2014;automatik;177;tiguan;30000;2;diesel;volkswagen;nein;01/04/2016 00:00;0;85591;01/04/2016 19:45
08/03/2016 17:50;Volkswagen_Tiguan_2.0_TDI_SCR_BlueMotion_Technology_Tre...;privat;Angebot;24900;control;suv;2015;manuell;110;tiguan;20000;7;diesel;volkswagen;nein;08/03/2016 00:00;0;42699;07/04/2016 08:45
10/03/2016 17:51;Audi_Q5_2.0TDI_quattro_clean_diesel_Xenon_AHK_connect;privat;Angebot;34500;control;suv;2014;manuell;150;q5;40000;8;diesel;audi;nein;10/03/2016 00:00;0;85051;04/04/2016 11:15
18/03/2016 01:58;Land_Rover_Defender_110_DPF_Station_Wagon_Heritage;privat;Angebot;66666;control;suv;2016;manuell;122;defender;5000;3;diesel;land_rover;nein;18/03/2016 00:00;0;41063;05/04/2016 22:15
24/03/2016 23:55;Ford_Kuga_1.6_EcoBoost_2x4_Individual;privat;Angebot;25200;test;suv;2014;manuell;150;kuga;30000;3;benzin;ford;nein;24/03/2016 00:00;0;52223;06/04/2016 06:17
31/03/2016 18:39;RAM_Laramie_Crew_Cab_5_7_4×4;privat;Angebot;54499;control;suv;2015;automatik;401;;30000;3;benzin;sonstige_autos;nein;31/03/2016 00:00;0;9496;06/04/2016 12:16
25/03/2016 11:52;Hyundai_Hyundai_ix35_CRDi_4WD_Black&Steel_Xenon_Navi;privat;Angebot;23900;test;suv;2014;manuell;136;i_reihe;30000;12;diesel;hyundai;nein;25/03/2016 00:00;0;26169;31/03/2016 18:46
24/03/2016 22:51;Volkswagen_Amarok_2.0_BiTDI_4MOTION_Autm.;privat;Angebot;26500;control;suv;2014;automatik;179;amarok;125000;4;diesel;volkswagen;nein;24/03/2016 00:00;0;97464;04/04/2016 00:17
01/04/2016 07:55;Kia_Sorento_2.2_CRDi_AWD_Spirit;privat;Angebot;26499;test;suv;2014;manuell;197;sorento;30000;3;diesel;kia;nein;01/04/2016 00:00;0;49356;07/04/2016 06:15
23/03/2016 19:53;Hyundai_ix35_1.6_2WD_Fifa_World_Cup_Edition;privat;Angebot;15490;control;suv;2014;manuell;135;i_reihe;40000;11;benzin;hyundai;nein;23/03/2016 00:00;0;60386;06/04/2016 21:46
02/04/2016 15:48;Ford_Kuga;privat;Angebot;23500;control;suv;2015;manuell;150;kuga;30000;5;diesel;ford;nein;02/04/2016 00:00;0;49808;06/04/2016 14:45
04/04/2016 19:43;Volkswagen_Tiguan_1.4_TSI_BlueMotion_Technology_CityScape;privat;Angebot;18450;test;suv;2014;manuell;122;tiguan;40000;4;benzin;volkswagen;nein;04/04/2016 00:00;0;27246;06/04/2016 21:45
05/03/2016 19:46;Hyundai_IX35_2.0_4wd_Premium_Ausstattung;privat;Angebot;24500;test;suv;2015;automatik;184;tucson;20000;7;diesel;hyundai;;29/02/2016 00:00;0;64853;12/03/2016 05:17
12/03/2016 12:44;Jeep_Wrangler__kein_BMW_VW__Audi_Mercedes_Porsche_Ford_Opel__SUV;privat;Angebot;45500;test;suv;2015;automatik;200;wrangler;5000;8;diesel;jeep;nein;12/03/2016 00:00;0;13409;15/03/2016 15:47
07/03/2016 20:49;Suzuki_Jimny_Style;privat;Angebot;11700;test;suv;2014;manuell;86;jimny;20000;8;benzin;suzuki;nein;07/03/2016 00:00;0;45966;07/03/2016 20:49
29/03/2016 20:43;Hyundai_Grand_Santa_Fe_2.2_CRDI_4WD_Automatik_Premium;privat;Angebot;29900;test;suv;2014;automatik;197;andere;60000;4;diesel;hyundai;nein;29/03/2016 00:00;0;53721;31/03/2016 14:16
07/03/2016 17:44;RANGE_ROVER_EVOQUE_AUTOMATIK_TOP_AUSSTATTUNG_!;privat;Angebot;48490;test;suv;2016;automatik;179;range_rover;5000;2;diesel;land_rover;nein;07/03/2016 00:00;0;52372;06/04/2016 05:44
30/03/2016 02:36;Audi__Q3;privat;Angebot;27700;test;suv;2014;automatik;150;q3;10000;12;benzin;audi;nein;30/03/2016 00:00;0;85084;06/04/2016 23:46
27/03/2016 00:46;Leasinguebernahme_Volvo_XC60_D4_FWD_Summum;privat;Angebot;414;test;suv;2014;manuell;181;xc_reihe;30000;11;diesel;volvo;nein;26/03/2016 00:00;0;81541;06/04/2016 23:16
08/03/2016 18:40;Ford_ECOSPORT_1.0_EcoBoost;privat;Angebot;14600;test;suv;2015;manuell;125;andere;5000;3;benzin;ford;nein;08/03/2016 00:00;0;85452;07/04/2016 10:46
27/03/2016 16:47;Audi_RS_Q3_2.5_TFSI_quattro_S_tronic;privat;Angebot;51900;test;suv;2015;automatik;340;andere;10000;6;benzin;audi;nein;27/03/2016 00:00;0;45701;05/04/2016 12:21
12/03/2016 15:53;Audi_Q5__TDI_2_0;privat;Angebot;28800;control;suv;2015;manuell;150;q5;5000;2;diesel;audi;ja;12/03/2016 00:00;0;28844;12/03/2016 15:53
16/03/2016 17:46;Land_Rover_Range_Rover_Evoque;privat;Angebot;32500;control;suv;2014;automatik;190;range_rover_evoque;50000;12;diesel;land_rover;nein;16/03/2016 00:00;0;50668;17/03/2016 15:47
21/03/2016 10:47;GLA_200_Sport_Utility_Vehicle;privat;Angebot;27500;test;suv;2014;manuell;156;g_klasse;30000;8;benzin;mercedes_benz;nein;21/03/2016 00:00;0;21335;06/04/2016 03:46
20/03/2016 17:36;Opel_Mokka_1.4_Turbo_ecoFLEX_Start/Stop_Color_Inn...;privat;Angebot;20500;test;suv;2015;manuell;140;andere;10000;10;benzin;opel;nein;20/03/2016 00:00;0;65428;05/04/2016 19:47
11/03/2016 19:49;Mazda_CX_5_2.2_SKYACTIV_D_AWD_Aut._Sports_Line;privat;Angebot;28490;test;suv;2014;automatik;175;cx_reihe;20000;9;diesel;mazda;nein;11/03/2016 00:00;0;81739;06/04/2016 01:17
06/03/2016 09:47;Chevrolet_Captiva_2.2_Diesel_4WD_Automatik_LTZ;privat;Angebot;24500;control;suv;2014;automatik;184;captiva;40000;2;diesel;chevrolet;nein;06/03/2016 00:00;0;24251;06/04/2016 01:50
31/03/2016 03:02;Audi__Q5;privat;Angebot;40500;test;suv;2014;automatik;177;q5;30000;3;diesel;audi;nein;31/03/2016 00:00;0;91807;06/04/2016 02:16
14/03/2016 07:45;X4_3.0D_Xdrive__AHK_Navi_Xenon_Leder_PDC_u.Kamera_Sitzheizg._MFL_;privat;Angebot;54900;control;suv;2015;automatik;258;x_reihe;10000;3;diesel;bmw;nein;13/11/2015 00:00;0;85368;05/04/2016 20:16
20/03/2016 23:59;Mercedes_Benz_GL_350_BlueTEC_4Matic_7G_TRONIC_AMG;privat;Angebot;53650;control;suv;2014;automatik;258;gl;30000;10;diesel;mercedes_benz;nein;20/03/2016 00:00;0;24113;21/03/2016 06:43
09/03/2016 19:42;Hyundai_ix35_1.6_2WD_Fifa_World_Cup_Edition;privat;Angebot;17890;test;suv;2015;manuell;135;i_reihe;5000;8;benzin;hyundai;nein;09/03/2016 00:00;0;36419;12/03/2016 20:17
21/03/2016 22:51;Nissan_Navara_4x4_Platinum_Evo_Navi_Kamera_SD_AHK_lang;privat;Angebot;25250;control;suv;2015;manuell;189;navara;20000;4;diesel;nissan;nein;21/03/2016 00:00;0;75378;07/04/2016 04:44
20/03/2016 12:42;Tiguan_Sport&Style_4Motion_BM_7_Gang_DSG_CityScape;privat;Angebot;32900;test;suv;2015;automatik;177;tiguan;20000;2;diesel;volkswagen;nein;20/03/2016 00:00;0;38442;02/04/2016 13:18
12/03/2016 22:49;Volkswagen_Touareg_3.0_V6_TDI_Blue_Motion_DPF_Automatik;privat;Angebot;780;control;suv;2014;automatik;245;touareg;90000;11;diesel;volkswagen;nein;12/03/2016 00:00;0;85622;12/03/2016 23:39
28/03/2016 14:37;BMW_X3;privat;Angebot;51900;test;suv;2015;automatik;190;x_reihe;20000;7;diesel;bmw;nein;28/03/2016 00:00;0;84048;06/04/2016 18:19
03/04/2016 10:45;Verkaufe_Ssangyong_Rexton_W_Automatik_Diesel_Allrad;privat;Angebot;23500;control;suv;2015;automatik;155;;20000;5;diesel;sonstige_autos;nein;03/04/2016 00:00;0;52146;07/04/2016 11:44
14/03/2016 15:55;Land_Rover_Range_Rover_Evoque_eD4_Pure_Technik;privat;Angebot;33999;control;suv;2014;manuell;150;range_rover_evoque;30000;11;diesel;land_rover;nein;14/03/2016 00:00;0;89233;05/04/2016 19:44
09/03/2016 11:56;Dacia_Duster_1.6_16V_105_4x2_Ice;privat;Angebot;9999;test;suv;2014;manuell;105;duster;30000;7;benzin;dacia;nein;09/03/2016 00:00;0;72622;15/03/2016 10:47
24/03/2016 11:37;Skoda_Yeti_1.2_TSI_Active;privat;Angebot;12800;test;suv;2014;manuell;105;yeti;30000;12;benzin;skoda;nein;24/03/2016 00:00;0;21409;31/03/2016 12:49
07/03/2016 15:54;VW_Amarok__zuschaltbarer_Allrad;privat;Angebot;384;control;suv;2015;manuell;140;amarok;30000;7;diesel;volkswagen;nein;07/03/2016 00:00;0;46499;01/04/2016 16:47
04/04/2016 18:37;"Hyundai_Tucson_1_6_NAVI_Klimaautom_Sitzheiz._Alu_17""";privat;Angebot;20600;test;suv;2015;manuell;132;tucson;5000;10;benzin;hyundai;nein;04/04/2016 00:00;0;86381;06/04/2016 20:19
09/03/2016 23:53;BMW_X5_30d_Xdrive_M_Paket_neuwertig_8_Fach_bereift;privat;Angebot;55900;test;suv;2014;automatik;258;x_reihe;80000;3;diesel;bmw;nein;09/03/2016 00:00;0;85540;17/03/2016 06:44
16/03/2016 16:31;Opel_Mokka_1.6_CDTI_4x4_Innovation_Schiebed_Vollausst;privat;Angebot;23300;test;suv;2015;manuell;136;andere;20000;4;diesel;opel;nein;16/03/2016 00:00;0;65193;29/03/2016 12:46
07/03/2016 21:54;Audi_Q3_2.0_TDI_quattro_S_tronic_AHK_Nav_Xen_Gar_5_J.;privat;Angebot;28500;control;suv;2014;automatik;140;q3;20000;10;diesel;audi;nein;07/03/2016 00:00;0;85055;06/04/2016 10:46
10/03/2016 15:48;Porsche_Cayenne_Diesel_Platinum_Edition;privat;Angebot;59000;test;suv;2014;automatik;245;cayenne;40000;4;diesel;porsche;nein;10/03/2016 00:00;0;40476;16/03/2016 02:17
21/03/2016 19:43;Opel_Mokka_1.7_CDTI_ecoFLEX_Start/Stop_4x4_Innovation;privat;Angebot;19790;test;suv;2014;manuell;131;andere;50000;6;diesel;opel;nein;21/03/2016 00:00;0;51491;06/04/2016 21:47
07/03/2016 23:57;Tesla_Model_X_Founder_Series!!_P90D;privat;Angebot;229900;test;suv;2016;automatik;532;;5000;3;elektro;sonstige_autos;nein;07/03/2016 00:00;0;34117;17/03/2016 21:45
04/04/2016 16:49;Kia_Sportage_2.0_CRDi_184_4WD_Automatik;privat;Angebot;24999;test;suv;2014;automatik;184;sportage;30000;4;diesel;kia;nein;04/04/2016 00:00;0;84144;06/04/2016 18:46
28/03/2016 13:49;Dacia_Duster_1.6_16V_4x2__Prestige;privat;Angebot;11200;test;suv;2014;manuell;105;duster;50000;4;benzin;dacia;nein;28/03/2016 00:00;0;47807;30/03/2016 04:45
14/03/2016 07:56;Porsche_Macan_Diesel_2_Wagen;privat;Angebot;64900;control;suv;2015;automatik;258;andere;10000;10;diesel;porsche;;14/03/2016 00:00;0;59494;25/03/2016 22:16
07/03/2016 20:47;Land_Rover_Defender_90_DPF_Station_Wagon_Heritage;privat;Angebot;54900;test;suv;2016;manuell;122;defender;5000;1;diesel;land_rover;nein;07/03/2016 00:00;0;99096;09/03/2016 20:45
19/03/2016 18:51;Volkswagen_Tiguan_1.4_TSI_DSG_BlueMotion_Technology_Tre...;privat;Angebot;23900;test;suv;2015;automatik;160;tiguan;10000;5;benzin;volkswagen;nein;19/03/2016 00:00;0;85604;07/04/2016 06:16
20/03/2016 13:47;Kuga_1.6_EcoBoost_2x4_Trend___StartStopp_Automatik__Tempomat__;privat;Angebot;17990;test;suv;2014;manuell;150;kuga;40000;3;benzin;ford;nein;20/03/2016 00:00;0;31832;06/04/2016 15:16
14/03/2016 12:53;Audi_Q5_2.0TDI_quattro_S_tronic_AHK_+3J_Garnti_Navi_;privat;Angebot;40900;test;suv;2014;automatik;177;q5;30000;1;diesel;audi;nein;14/03/2016 00:00;0;74196;05/04/2016 13:47
19/03/2016 16:57;BMW_X1_xDrive20d_Aut._AHK_Navi_Panoramadach__Leder;privat;Angebot;28800;test;suv;2014;automatik;184;x_reihe;30000;4;diesel;bmw;nein;19/03/2016 00:00;0;85622;24/03/2016 12:46
03/04/2016 12:36;Volkswagen_Cup_R_Line_2.0_TDI_4Motion_DSG;privat;Angebot;32200;control;suv;2014;automatik;177;tiguan;40000;10;diesel;volkswagen;nein;03/04/2016 00:00;0;85258;07/04/2016 14:56
29/03/2016 18:25;Land_Rover_Range_Rover_Evoque_TD4_Aut._Dynamic;privat;Angebot;40000;test;suv;2015;automatik;150;range_rover_evoque;70000;1;diesel;land_rover;nein;29/03/2016 00:00;0;55128;02/04/2016 09:15
30/03/2016 19:39;Volkswagen_Tiguan_2.0_TDI_DPF_BlueMotion_Technology_Tre...;privat;Angebot;19950;test;suv;2014;manuell;110;tiguan;60000;10;diesel;volkswagen;nein;30/03/2016 00:00;0;71229;07/04/2016 10:46
30/03/2016 16:55;Hyundai_iX35_1.6_2WD_Facelift_Klimaautom._LED_Garantie_FIFA_World;privat;Angebot;16800;test;suv;2014;manuell;135;andere;30000;1;benzin;hyundai;nein;30/03/2016 00:00;0;66663;07/04/2016 07:45
21/03/2016 12:46;US_Pick_up_Anhaenger_Einzelstueck_C_/_K_1500_Chevy_GMC_Dodge_Tausch;privat;Angebot;3890;control;suv;2015;;0;andere;5000;7;;chevrolet;;21/03/2016 00:00;0;47559;21/03/2016 12:46
24/03/2016 20:54;Skoda_Yeti_Ambition_1_6_TDI_DSG;privat;Angebot;19999;test;suv;2014;automatik;105;yeti;40000;1;diesel;skoda;nein;24/03/2016 00:00;0;99310;05/04/2016 14:46
12/03/2016 00:50;Kia_Sportage_Platinum_Bj._2014;privat;Angebot;28999;test;suv;2014;automatik;184;sportage;40000;7;diesel;kia;;11/03/2016 00:00;0;82008;05/04/2016 15:17
31/03/2016 13:59;Toyota_HiLux_4x4_Double_Cab_DPF_Autm._Comfort;privat;Angebot;31000;control;suv;2015;automatik;171;andere;30000;1;diesel;toyota;nein;31/03/2016 00:00;0;45481;06/04/2016 07:15
27/03/2016 00:49;Skoda_Yeti_2.0_TDI_Ambition;privat;Angebot;16500;test;suv;2014;manuell;110;yeti;30000;10;diesel;skoda;nein;26/03/2016 00:00;0;46562;07/04/2016 03:15
29/03/2016 21:41;Mercedes_Benz_GLK_250_BlueTEC_4Matic_7G_TRONIC;privat;Angebot;45000;test;suv;2014;automatik;204;glk;60000;1;diesel;mercedes_benz;nein;29/03/2016 00:00;0;15806;06/04/2016 07:46
25/03/2016 17:56;Porsche_Macan_S_Diesel_PDK___Luftfederung_AHK;privat;Angebot;76500;test;suv;2016;automatik;258;andere;10000;2;diesel;porsche;nein;25/03/2016 00:00;0;31860;04/04/2016 20:47
12/03/2016 15:38;Volkswagen_Tiguan_2.0_TDI_DPF_BlueMotion_Technology_Cup...;privat;Angebot;22500;control;suv;2014;manuell;140;tiguan;30000;2;diesel;volkswagen;nein;12/03/2016 00:00;0;32469;14/03/2016 07:16
19/03/2016 21:50;Dacia_Duster_dCi_110_FAP_4x2__Destination;privat;Angebot;13500;control;suv;2014;manuell;107;duster;40000;1;diesel;dacia;nein;19/03/2016 00:00;0;12355;07/04/2016 12:17
29/03/2016 17:50;Nissan_Qashqai_Tekna_Automatik_Pan._Dach_Leder_Kamera;privat;Angebot;18750;control;suv;2014;automatik;117;qashqai;10000;10;benzin;nissan;nein;29/03/2016 00:00;0;9423;06/04/2016 03:45
21/03/2016 16:37;Audi_sq5_plus_sondermodell_Neuwagen_leasinguebermahme;privat;Angebot;5000;control;suv;2016;automatik;330;andere;5000;3;diesel;audi;nein;21/03/2016 00:00;0;25712;06/04/2016 15:44
22/03/2016 00:52;Hyundai_ix35_1.6_2WD;privat;Angebot;18900;control;suv;2015;manuell;135;i_reihe;20000;4;benzin;hyundai;nein;21/03/2016 00:00;0;52072;29/03/2016 07:45
24/03/2016 12:50;Hyundai_Grand_Santa_Fe_2.2_CRDI_4WD_Automatik_Premium;privat;Angebot;35999;test;suv;2015;automatik;197;andere;30000;2;diesel;hyundai;nein;24/03/2016 00:00;0;16727;07/04/2016 03:46
11/03/2016 21:55;Subaru_Forester_Platinum_2_0D_Bj.2014_Top!_3_Jahre_Restgarantie;privat;Angebot;25500;test;suv;2014;manuell;146;forester;50000;3;diesel;subaru;nein;11/03/2016 00:00;0;35066;25/03/2016 11:18
03/04/2016 19:58;Volkswagen_Tiguan_2.0_TDI_DPF_BlueMotion_Technology_Spo...;privat;Angebot;17900;test;suv;2014;manuell;110;tiguan;50000;10;diesel;volkswagen;nein;03/04/2016 00:00;0;41515;05/04/2016 20:45
03/04/2016 10:37;Volvo_XC60_D4_Geartronic;privat;Angebot;32500;control;suv;2014;automatik;181;xc_reihe;50000;2;diesel;volvo;nein;03/04/2016 00:00;0;32130;07/04/2016 11:17
15/03/2016 12:51;Ford_kuga_1.6_titanium_mit_ahk_abnehmbar;privat;Angebot;23000;control;suv;2014;automatik;149;kuga;30000;12;;ford;nein;15/03/2016 00:00;0;66709;06/04/2016 01:16
30/03/2016 15:47;Nissan_X_Trail_1.6_dCi_Xtronic_Acenta;privat;Angebot;24739;test;suv;2015;automatik;131;x_trail;20000;3;diesel;nissan;nein;30/03/2016 00:00;0;89257;07/04/2016 06:44
23/03/2016 12:53;Volkswagen_Tiguan_2.0_TDI_DPF_4Motion_BlueMotion_Techn._DSG;privat;Angebot;30599;control;suv;2014;automatik;140;tiguan;20000;10;diesel;volkswagen;nein;23/03/2016 00:00;0;30177;05/04/2016 13:45
09/03/2016 11:58;Opel_Mokka_1.4_Turbo_Automatik_Innovation;privat;Angebot;22600;test;suv;2015;automatik;140;andere;5000;3;benzin;opel;nein;09/03/2016 00:00;0;55578;19/03/2016 04:46
22/03/2016 20:49;Tiguan_Sport_&_Style._Top_ausgestattetes_Nichtraucherfahrzeug.;privat;Angebot;24950;control;suv;2015;manuell;161;tiguan;30000;3;benzin;volkswagen;nein;22/03/2016 00:00;0;42555;31/03/2016 20:17
21/03/2016 22:00;Jimmy_1.3_Style.__Klima__AHK__vieles_mehr;privat;Angebot;14500;control;suv;2014;manuell;86;jimny;30000;10;benzin;suzuki;nein;21/03/2016 00:00;0;84036;07/04/2016 02:46
29/03/2016 13:43;Audi_Q3_1.4_TFSI_cylinder_on_demand_ultra_design;privat;Angebot;30333;control;suv;2015;manuell;150;q3;20000;2;benzin;audi;nein;29/03/2016 00:00;0;85055;31/03/2016 05:47
04/04/2016 20:37;Volkswagen_Tiguan_1.4_TSI_BM__AHK__Sitzhzg.__Klimaautomatik;privat;Angebot;19500;control;suv;2015;manuell;122;tiguan;10000;8;benzin;volkswagen;nein;04/04/2016 00:00;0;23866;04/04/2016 20:37
28/03/2016 20:42;Suzuki_Grande_Vitara_1_9_DDIS_Comfort;privat;Angebot;20500;control;suv;2014;manuell;129;grand;10000;12;diesel;suzuki;nein;28/03/2016 00:00;0;63589;28/03/2016 20:42
03/04/2016 20:45;Mazda_CX_5_2.2_SKYACTIV_D_Aut._Sendo;privat;Angebot;24500;test;suv;2014;automatik;150;cx_reihe;30000;8;diesel;mazda;nein;03/04/2016 00:00;0;67269;05/04/2016 21:18
07/03/2016 10:59;Opel_Mokka_1.6_ecoFLEX_Start/Stop_Edition;privat;Angebot;15499;test;suv;2015;manuell;116;andere;10000;2;benzin;opel;nein;07/03/2016 00:00;0;38120;19/03/2016 21:47
28/03/2016 18:50;Mercedes_Benz_ML_350_BLUETEC__4MATIC__7G_TRONIC_Leasinguebernahme!;privat;Angebot;989;control;suv;2015;automatik;258;m_klasse;10000;8;diesel;mercedes_benz;nein;28/03/2016 00:00;0;72622;07/04/2016 01:15
31/03/2016 17:46;Toyota_Land_Cruiser___HZJ76;privat;Angebot;48900;control;suv;2015;manuell;131;andere;10000;6;diesel;toyota;nein;31/03/2016 00:00;0;91186;06/04/2016 11:16
10/03/2016 02:01;Volkswagen_Amarok_2_0_BiTDI_Highline_4MOTION_8_Gang_Auto;privat;Angebot;31400;test;suv;2014;automatik;179;amarok;30000;9;diesel;volkswagen;nein;09/03/2016 00:00;0;74081;06/04/2016 00:45
05/04/2016 04:03;Audi_Q3_2.0_TDI__140_PS__Navi__Leder__Garantie;privat;Angebot;29300;control;suv;2014;manuell;140;q3;10000;10;diesel;audi;nein;05/04/2016 00:00;0;92318;07/04/2016 11:15
21/03/2016 01:59;Jeep_Grand_Cherokee__Sofortkauf_oder_Leasinguebernahme_fuer_Gewerbe;privat;Angebot;55800;test;suv;2014;automatik;250;grand;30000;9;diesel;jeep;;21/03/2016 00:00;0;41363;06/04/2016 00:17
01/04/2016 11:52;Toyota_Land_Cruiser_V8_D_4D_Executive_Brownstone_VOLL;privat;Angebot;62900;test;suv;2015;automatik;272;andere;20000;6;diesel;toyota;nein;01/04/2016 00:00;0;33649;01/04/2016 12:41
09/03/2016 10:36;Kia_Sportage_2.0_CRDi_AWD_Fifa_World_Cup_Edition;privat;Angebot;25490;control;suv;2014;manuell;136;sportage;30000;7;diesel;kia;nein;09/03/2016 00:00;0;67663;20/03/2016 02:19
29/03/2016 09:55;Skoda_Yeti_2.0_TDI_1.Hand__Sitzh._Anhaenger_Freisprech;privat;Angebot;11999;test;suv;2014;manuell;110;yeti;90000;1;diesel;skoda;nein;29/03/2016 00:00;0;70794;31/03/2016 02:46
01/04/2016 00:46;Mercedes_Benz_GLA_200_Urban;privat;Angebot;24301;test;suv;2014;manuell;156;andere;20000;6;benzin;mercedes_benz;nein;31/03/2016 00:00;0;26419;01/04/2016 05:40
06/04/2016 08:36;Lada_Niva_/_Taiga_4x4_im_Safari_Dekor_mit_1_9T_AHK;privat;Angebot;12000;test;suv;2014;manuell;83;niva;20000;10;benzin;lada;nein;06/04/2016 00:00;0;72202;06/04/2016 08:36
27/03/2016 12:36;Opel_Mokka_1.6__Edition+Elektro_Paket_u._Winter_Paket;privat;Angebot;16845;test;suv;2015;manuell;116;andere;10000;2;benzin;opel;nein;27/03/2016 00:00;0;65439;07/04/2016 07:16
15/03/2016 11:51;Opel_Mokka_1.7_CDTI_ecoFLEX_Start/Stop_Innovation;privat;Angebot;18700;test;suv;2014;manuell;131;andere;40000;3;diesel;opel;nein;15/03/2016 00:00;0;55288;31/03/2016 06:45
20/03/2016 11:44;Land_Rover_Defender_90_DPF_Station_Wagon_Heritage;privat;Angebot;60000;test;suv;2015;manuell;122;defender;5000;11;diesel;land_rover;nein;20/03/2016 00:00;0;67489;06/04/2016 09:15
24/03/2016 13:37;Mercedes_Benz_GLK_220_BlueTEC_4Matic_7G_TRONIC;privat;Angebot;43000;control;suv;2015;automatik;170;glk;30000;5;diesel;mercedes_benz;nein;24/03/2016 00:00;0;28325;07/04/2016 04:45
07/03/2016 18:42;Volkswagen_Touareg_4.2_V8_TDI_DPF_4Motion_Automatik;privat;Angebot;78000;control;suv;2015;automatik;340;touareg;50000;4;diesel;volkswagen;nein;07/03/2016 00:00;0;21680;07/04/2016 01:44
08/03/2016 23:36;Land_Rover_Defender_90_DPF_Station_Wagon_Adventure;privat;Angebot;49950;control;suv;2015;manuell;122;defender;10000;11;diesel;land_rover;nein;08/03/2016 00:00;0;54296;07/04/2016 04:46
02/04/2016 15:06;Opel_Mokka_1.6_CDTI_4x4_Innov.__Vollausst.__Schiebed.;privat;Angebot;22890;control;suv;2015;manuell;136;andere;20000;4;diesel;opel;nein;02/04/2016 00:00;0;65193;05/04/2016 21:16
05/04/2016 10:53;BMW_X3_xDrive20d_Aut.;privat;Angebot;37250;control;suv;2014;automatik;184;x_reihe;50000;4;diesel;bmw;nein;05/04/2016 00:00;0;94474;05/04/2016 11:40
16/03/2016 20:55;Mercedes_Benz_GLA_250_4Matic_7G_DCT_Urban;privat;Angebot;39200;control;suv;2015;automatik;211;andere;5000;5;benzin;mercedes_benz;nein;16/03/2016 00:00;0;76833;07/04/2016 07:46
03/04/2016 16:51;Mazda_CX_5_SKYACTIV_G_160_AWD;privat;Angebot;30000;control;suv;2015;manuell;0;cx_reihe;5000;11;benzin;mazda;nein;03/04/2016 00:00;0;47475;05/04/2016 16:46
27/03/2016 05:03;Audi__Q3;privat;Angebot;29250;test;suv;2015;manuell;150;q3;10000;3;diesel;audi;nein;27/03/2016 00:00;0;85126;03/04/2016 04:15
05/03/2016 14:57;Porsche_Cayenne_Diesel_Platinum_Edition;privat;Angebot;63500;control;suv;2014;automatik;245;cayenne;40000;6;diesel;porsche;nein;05/03/2016 00:00;0;35452;07/04/2016 02:45
10/03/2016 11:36;ANTARA_COSMO_4x4_2.2_CDI_ECO_S/S_120_KW_6G;privat;Angebot;18950;test;suv;2014;manuell;163;antara;70000;3;diesel;opel;nein;10/03/2016 00:00;0;14656;07/04/2016 00:16
05/04/2016 16:06;Opel_Mokka_1.4_Turbo_Automatik_Edition;privat;Angebot;17500;control;suv;2014;automatik;140;andere;40000;2;benzin;opel;nein;05/04/2016 00:00;0;65428;05/04/2016 16:06
01/04/2016 21:48;Hyundai__ix35_CRDi_4WD_Black&Steel_Xenon_Navi_Szh_Ahk;privat;Angebot;23800;test;suv;2014;manuell;136;i_reihe;30000;12;benzin;hyundai;nein;01/04/2016 00:00;0;26169;05/04/2016 19:46
05/04/2016 12:45;Mercedes_Benz_GLE_Coupe_350_BlueTEC_4MATIC_9G_TRONIC_8_f._Bereift;privat;Angebot;73000;test;suv;2015;automatik;258;g_klasse;20000;10;diesel;mercedes_benz;nein;05/04/2016 00:00;0;12683;05/04/2016 12:45
20/03/2016 02:02;Kia_Sportage_2.0_GDI_2WD_Spirit;privat;Angebot;25000;test;suv;2015;manuell;166;sportage;5000;4;benzin;kia;nein;20/03/2016 00:00;0;97422;21/03/2016 10:16
08/03/2016 19:36;RR_Evoque_Dynamic_9_Gang_Automatik_AHK_Leder_Memory_Kamera_4WD;privat;Angebot;42500;test;suv;2014;automatik;150;range_rover_evoque;30000;3;diesel;land_rover;nein;08/03/2016 00:00;0;74731;17/03/2016 23:46
07/03/2016 20:37;Jeep_Wrangler_Unlimited_Sahara_2.8_CRD_Automatik_AHK;privat;Angebot;38500;test;suv;2015;automatik;200;wrangler;20000;4;diesel;jeep;nein;07/03/2016 00:00;0;86633;15/03/2016 07:17
21/03/2016 18:58;Hyundai_ix35_1.6_2WD_Fifa_World_Cup_Edition___FACELIFT__;privat;Angebot;15890;test;suv;2014;manuell;135;i_reihe;40000;2;benzin;hyundai;nein;21/03/2016 00:00;0;52441;02/04/2016 20:46
